Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
CLCN5,0,0,0,0,9,1,0,0,0,10,10,10
CLRN2,0,0,0,0,10,0,0,0,0,10,10,10
CLTC,0,0,0,0,10,0,0,0,0,10,10,10
CLTCL1,0,0,0,0,10,0,0,0,0,10,10,10
COG2,2,0,0,0,7,1,0,0,0,10,10,10
COL9A2,0,0,0,0,9,0,0,1,0,10,10,10
CRISPLD1,0,0,0,0,10,0,0,0,0,10,10,10
CRYBG3,0,0,0,0,10,0,0,0,0,10,10,10
CSGALNACT2,0,0,0,0,10,0,0,0,0,10,10,10
CTDP1,1,0,0,0,7,1,0,1,0,10,10,10
CYB5R4,0,0,0,0,9,0,0,1,0,10,10,10
CYP26B1,0,0,0,0,10,0,0,0,0,10,10,10
CYTIP,1,0,0,0,7,1,0,1,0,10,10,10
DDX1,1,0,0,0,8,0,0,1,0,10,10,10
DHTKD1,0,0,0,0,10,0,0,0,0,10,10,10
DHX15,0,0,1,0,7,1,0,1,0,10,10,10
DHX36,0,1,0,0,7,1,0,1,0,10,10,10
DPY19L2,0,0,0,0,8,1,0,1,0,10,10,10
DRC1,0,0,0,0,10,0,0,0,0,10,10,10
DSE,1,0,1,0,7,1,0,0,0,10,10,10
EBF2,1,0,0,0,8,1,0,0,0,10,10,10
EBF3,1,0,0,0,9,0,0,0,0,10,10,10
EDC3,0,1,0,0,8,1,0,0,0,10,10,10
EEF1A2,0,0,0,0,8,2,0,0,0,10,10,10
EFCAB3,1,0,0,0,9,0,0,0,0,10,10,10
EIF3A,0,0,0,0,8,2,0,0,0,10,10,10
EMILIN2,0,0,0,0,9,1,0,0,0,10,10,10
EML2,0,0,0,0,7,1,0,2,0,10,10,10
EPB41L2,0,0,0,0,9,1,0,0,0,10,10,10
EPB42,0,0,0,0,7,2,0,1,0,10,10,10
ERICH1,0,0,0,0,10,0,0,0,0,10,10,10
ERV3-1,1,0,0,0,9,0,0,0,0,10,10,10
EVX2,0,0,0,0,10,0,0,0,0,10,10,10
EXO1,0,0,0,0,9,1,0,0,0,10,10,10
EXOC1,0,0,0,0,9,0,0,1,0,10,10,10
FAM13A,0,0,0,0,10,0,0,0,0,10,10,10
FAM170A,0,0,0,0,9,1,0,0,0,10,10,10
FAM65B,1,0,0,0,8,1,0,0,0,10,10,10
FAM71A,0,0,0,0,10,0,0,0,0,10,10,10
FAM83C,0,0,0,0,9,1,0,0,0,10,10,10
FARP1,1,0,0,0,8,1,0,0,0,10,10,10
FBXO15,0,0,0,0,8,0,0,2,0,10,10,10
FILIP1L,0,1,0,0,8,1,0,0,0,10,10,10
FIP1L1,0,0,0,0,7,1,0,2,0,10,10,10
FLI1,0,0,0,0,8,2,0,0,0,10,10,10
FNBP4,0,0,0,0,10,0,0,0,0,10,10,10
FNDC7,0,1,0,0,9,0,0,0,0,10,10,10
FOCAD,0,0,0,1,9,0,0,0,0,10,10,10
FPR2,0,0,0,0,8,2,0,0,0,10,10,10
FSCN3,0,0,0,0,9,0,0,1,0,10,10,10
FTMT,0,0,0,0,9,0,0,0,1,10,10,10
FTSJ3,0,0,0,0,6,2,0,2,0,10,10,10
FXR1,0,1,0,0,8,0,0,1,0,10,10,10
FYCO1,0,0,0,0,8,1,0,1,0,10,10,10
GABRA3,1,1,0,0,7,0,0,1,0,10,10,10
GALNT18,1,0,0,0,8,1,0,0,0,10,10,10
GANC,0,0,0,0,9,1,0,0,0,10,10,10
GDF3,1,0,0,0,8,0,0,0,1,10,10,10
GIN1,0,1,0,0,7,2,0,0,0,10,10,10
GLB1L3,0,0,0,0,9,1,0,0,0,10,10,10
GLT1D1,1,0,0,0,8,1,0,0,0,10,10,10
GLTSCR1L,0,0,0,0,10,0,0,0,0,10,10,10
GOLGA4,1,1,0,0,6,2,0,0,0,10,10,10
GPATCH1,1,0,0,0,9,0,0,0,0,10,10,10
GPC3,0,0,0,0,7,2,0,1,0,10,10,10
GPR50,0,0,0,0,10,0,0,0,0,10,10,10
GPR65,0,0,0,0,10,0,0,0,0,10,10,10
GPRIN2,0,0,0,0,10,0,0,0,0,10,10,10
GRIK4,0,0,0,0,10,0,0,0,0,10,10,10
GRIK5,0,1,0,0,5,1,0,2,1,10,10,10
GRIN1,0,0,0,0,10,0,0,0,0,10,10,10
GRK7,0,0,0,0,9,1,0,0,0,10,10,10
GUCA1C,0,0,0,0,9,0,1,0,0,10,10,10
HBE1,0,0,0,0,10,0,0,0,0,10,10,10
HCK,1,0,0,0,9,0,0,0,0,10,10,10
HCN3,1,0,0,0,9,0,0,0,0,10,10,10
HEATR5A,1,0,0,0,7,2,0,0,0,10,10,10
HGD,0,1,0,0,9,0,0,0,0,10,10,10
HIST1H3B,0,0,1,0,9,0,0,0,0,10,10,10
HNF1A,0,0,0,0,10,0,0,0,0,10,10,10
HNF4G,0,0,0,0,9,1,0,0,0,10,10,10
HNMT,2,0,0,0,8,0,0,0,0,10,10,10
HNRNPUL2,0,1,0,0,5,4,0,0,0,10,10,10
HOXD12,1,0,0,0,8,0,1,0,0,10,10,10
HS3ST5,0,0,0,0,9,1,0,0,0,10,10,10
HTR1B,0,0,0,0,9,1,0,0,0,10,10,10
IFT140,0,0,0,0,10,0,0,0,0,10,10,10
IFT81,0,0,0,0,10,0,0,0,0,10,10,10
IGKV2-24,2,0,0,0,8,0,0,0,0,10,10,10
IGSF3,0,0,0,0,10,0,0,0,0,10,10,10
IL18RAP,1,0,0,0,8,1,0,0,0,10,10,10
IL4R,0,0,0,0,10,0,0,0,0,10,10,10
INHA,0,1,0,0,9,0,0,0,0,10,10,10
INTS5,0,0,0,0,8,2,0,0,0,10,10,10
IRX2,1,0,0,0,8,0,1,0,0,10,10,10
ISM2,0,0,0,0,9,0,0,1,0,10,10,10
ITGA11,1,0,0,0,7,0,0,2,0,10,10,10
ITGAE,1,0,0,0,9,0,0,0,0,10,10,10
ITM2A,1,0,0,0,7,1,0,1,0,10,10,10
JARID2,1,0,0,0,8,0,0,1,0,10,10,10
KANSL1L,0,1,0,0,9,0,0,0,0,10,10,10
KCNK18,0,0,0,0,8,2,0,0,0,10,10,10
KDM4A,0,1,0,0,8,1,0,0,0,10,10,10
KIAA2026,0,0,0,0,10,0,0,0,0,10,10,10
KIF13A,0,1,0,0,9,0,0,0,0,10,10,10
KIF17,0,0,1,0,9,0,0,0,0,10,10,10
KIR2DL4,1,0,0,0,9,0,0,0,0,10,10,10
KIZ,0,0,0,0,8,1,0,1,0,10,10,10
KLF5,0,0,0,0,10,0,0,0,0,10,10,10
KLHL14,0,0,0,0,7,2,1,0,0,10,10,10
KLHL20,0,0,0,0,9,1,0,0,0,10,10,10
KLKB1,0,0,0,0,10,0,0,0,0,10,10,10
KRT2,0,0,0,0,8,2,0,0,0,10,10,10
KRT6B,0,0,0,0,9,0,0,1,0,10,10,10
L3MBTL1,0,0,0,0,10,0,0,0,0,10,10,10
L3MBTL4,0,0,0,0,9,1,0,0,0,10,10,10
LAS1L,0,0,0,0,10,0,0,0,0,10,10,10
LHX9,0,0,0,0,10,0,0,0,0,10,10,10
LILRA5,1,0,0,0,7,0,0,2,0,10,10,10
LIPI,1,0,0,0,8,0,0,1,0,10,10,10
LMBRD2,0,0,0,0,10,0,0,0,0,10,10,10
LRIT2,2,0,0,0,8,0,0,0,0,10,10,10
LRP3,0,0,0,0,10,0,0,0,0,10,10,10
LSAMP,0,0,0,0,10,0,0,0,0,10,10,10
LTBP4,0,1,0,0,9,0,0,0,0,10,10,10
MAGEA6,0,0,0,0,10,0,0,0,0,10,10,10
MAN2C1,0,0,0,0,10,0,0,0,0,10,10,10
MAP2K3,0,0,0,0,9,1,0,0,0,10,10,10
MAP3K13,1,0,0,0,8,1,0,0,0,10,10,10
MARCH4,1,0,0,0,9,0,0,0,0,10,10,10
MARK1,0,0,0,0,9,0,0,1,0,10,10,10
MATN4,0,0,0,0,10,0,0,0,0,10,10,10
MBTPS1,0,0,0,0,9,1,0,0,0,10,10,10
MCM10,0,0,0,0,9,0,0,1,0,10,10,10
MCM5,0,0,1,0,8,0,0,1,0,10,10,10
MED13,0,0,0,0,9,0,0,1,0,10,10,10
MLXIPL,1,0,0,0,6,3,0,0,0,10,10,10
MMP20,0,0,0,0,9,0,0,1,0,10,10,10
MPHOSPH10,0,0,0,0,10,0,0,0,0,10,10,10
MROH9,0,0,0,0,9,1,0,0,0,10,10,10
MTMR3,0,0,0,0,8,2,0,0,0,10,10,10
MTSS1,0,0,0,0,9,0,0,1,0,10,10,10
MYO18A,0,0,0,0,9,1,0,0,0,10,10,10
MYO1G,0,0,0,0,8,2,0,0,0,10,10,10
NAP1L2,0,0,0,0,9,1,0,0,0,10,10,10
NDNF,0,0,0,0,10,0,0,0,0,10,10,10
NEDD1,0,1,0,0,8,1,0,0,0,10,10,10
NEGR1,1,1,1,0,7,0,0,0,0,10,10,10
NRSN1,0,0,0,0,10,0,0,0,0,10,10,10
NVL,0,0,0,0,9,1,0,0,0,10,10,10
NXPE1,0,1,0,0,9,0,0,0,0,10,10,10
NYAP1,3,0,0,0,7,0,0,0,0,10,10,10
OBSL1,0,1,0,1,7,1,0,0,0,10,10,10
OLFML2B,0,0,0,0,9,0,0,1,0,10,10,10
OR10J5,0,0,0,0,10,0,0,0,0,10,10,10
OR10V1,0,1,0,0,9,0,0,0,0,10,10,10
OR10Z1,0,0,0,0,10,0,0,0,0,10,10,10
OR11A1,0,0,0,0,10,0,0,0,0,10,10,10
OR12D3,0,0,0,0,10,0,0,0,0,10,10,10
OR13C8,1,0,0,0,9,0,0,0,0,10,10,10
OR2AG2,0,0,0,0,10,0,0,0,0,10,10,10
OR4D9,1,0,0,0,8,1,0,0,0,10,10,10
OR4F6,0,0,0,0,10,0,0,0,0,10,10,10
OR51B5,0,1,0,0,9,0,0,0,0,10,10,10
OR51F1,0,0,0,0,8,2,0,0,0,10,10,10
OR51I1,0,0,0,0,9,1,0,0,0,10,10,10
OR51I2,0,0,0,0,8,1,1,0,0,10,10,10
OR51V1,0,0,0,0,10,0,0,0,0,10,10,10
OR52K2,0,0,0,0,10,0,0,0,0,10,10,10
OR52N5,1,0,0,0,9,0,0,0,0,10,10,10
OR56B4,0,0,0,0,9,0,0,0,1,10,10,10
OR9K2,1,0,0,0,9,0,0,0,0,10,10,10
OR9Q1,0,0,0,0,9,1,0,0,0,10,10,10
OTUD7B,0,0,0,0,9,1,0,0,0,10,10,10
P2RY14,0,0,0,0,7,3,0,0,0,10,10,10
PAPLN,0,0,0,0,10,0,0,0,0,10,10,10
PAX4,0,0,0,0,9,0,0,1,0,10,10,10
PCDHAC2,1,0,0,0,9,0,0,0,0,10,10,10
PCSK2,0,2,0,0,8,0,0,0,0,10,10,10
PDE4C,0,0,0,0,10,0,0,0,0,10,10,10
PDE5A,1,0,0,0,9,0,0,0,0,10,10,10
PFKL,0,0,0,0,9,1,0,0,0,10,10,10
PLEKHG4,1,0,0,0,8,1,0,0,0,10,10,10
PLEKHO2,0,0,0,0,8,2,0,0,0,10,10,10
PLRG1,0,0,0,0,8,0,0,2,0,10,10,10
POGLUT1,0,0,0,0,9,0,0,1,0,10,10,10
POLR1A,1,0,0,0,7,1,0,1,0,10,10,10
POLR2A,0,0,0,0,9,1,0,0,0,10,10,10
PPP3CA,0,1,0,0,7,1,0,1,0,10,10,10
PRDM15,1,0,1,0,8,0,0,0,0,10,10,10
PRIM1,0,0,0,0,8,1,0,1,0,10,10,10
PRKCE,1,0,0,0,8,1,0,0,0,10,10,10
PRPF8,0,0,0,0,10,0,0,0,0,10,10,10
PRR30,0,0,0,0,10,0,0,0,0,10,10,10
PRSS16,0,0,0,0,8,1,0,1,0,10,10,10
PSG3,0,0,0,0,10,0,0,0,0,10,10,10
PSG7,0,0,0,0,9,1,0,0,0,10,10,10
PSG9,0,1,0,0,7,0,0,2,0,10,10,10
PTPN14,1,1,0,0,6,1,0,1,0,10,10,10
PUM2,0,1,0,0,9,0,0,0,0,10,10,10
RAB3GAP2,0,1,0,0,9,0,0,0,0,10,10,10
RBM46,0,0,0,0,7,3,0,0,0,10,10,10
RNF6,0,0,0,0,7,3,0,0,0,10,10,10
RPRD2,0,0,0,0,9,1,0,0,0,10,10,10
RPS6KA6,0,0,0,0,9,1,0,0,0,10,10,10
RPS6KC1,0,1,0,0,8,1,0,0,0,10,10,10
RSF1,1,0,0,0,7,0,0,2,0,10,10,10
SBSN,1,0,0,0,9,0,0,0,0,10,10,10
SDS,1,0,0,0,9,0,0,0,0,10,10,10
SEC23B,0,0,0,0,10,0,0,0,0,10,10,10
SEC23IP,0,0,0,0,9,1,0,0,0,10,10,10
SESTD1,0,0,0,0,7,1,0,2,0,10,10,10
SIGLEC5,0,0,0,0,7,3,0,0,0,10,10,10
SLC12A2,0,0,0,1,9,0,0,0,0,10,10,10
SLC17A2,0,0,0,0,10,0,0,0,0,10,10,10
SLC18A1,0,0,0,0,10,0,0,0,0,10,10,10
SLC22A8,1,0,0,0,8,0,0,0,1,10,10,10
SLC2A14,0,1,0,0,7,1,0,1,0,10,10,10
SLC36A4,0,0,0,0,10,0,0,0,0,10,10,10
SLC39A3,1,0,0,0,9,0,0,0,0,10,10,10
SLC4A2,1,0,0,0,9,0,0,0,0,10,10,10
SLC5A9,0,0,0,0,10,0,0,0,0,10,10,10
SLC6A12,1,1,0,0,6,1,0,1,0,10,10,10
SLC9A9,1,0,1,0,7,1,0,0,0,10,10,10
SMAD4,1,0,0,0,5,3,0,1,0,10,10,10
SNRPN,0,0,0,0,8,1,1,0,0,10,10,10
SNX13,2,0,0,0,6,2,0,0,0,10,10,10
SORBS1,0,0,0,0,9,0,0,1,0,10,10,10
SPG7,1,0,0,0,9,0,0,0,0,10,10,10
SPIDR,1,0,0,0,9,0,0,0,0,10,10,10
SPON1,0,0,0,0,7,3,0,0,0,10,10,10
SRCIN1,0,0,0,0,9,1,0,0,0,10,10,10
ST6GALNAC5,1,1,0,0,8,0,0,0,0,10,10,10
SYNGAP1,1,0,0,0,8,1,0,0,0,10,10,10
SYNJ1,0,0,0,0,10,0,0,0,0,10,10,10
SYT13,1,0,0,0,9,0,0,0,0,10,10,10
SYT3,0,0,0,0,10,0,0,0,0,10,10,10
TAAR5,0,0,0,0,10,0,0,0,0,10,10,10
TAAR8,0,0,0,0,10,0,0,0,0,10,10,10
TACR1,0,1,1,0,7,1,0,0,0,10,10,10
TACR3,0,0,0,0,8,0,0,1,1,10,10,10
TAF1C,0,0,0,0,9,1,0,0,0,10,10,10
TANC2,0,1,0,0,7,2,0,0,0,10,10,10
TBC1D25,0,0,0,0,9,1,0,0,0,10,10,10
TBC1D9,0,0,0,0,10,0,0,0,0,10,10,10
TBX15,0,0,0,0,7,2,0,1,0,10,10,10
TBX20,0,0,0,0,8,1,0,1,0,10,10,10
TCN2,0,0,0,0,9,0,0,1,0,10,10,10
TDRD3,0,0,0,0,6,2,0,2,0,10,10,10
TEX2,0,0,0,0,8,2,0,0,0,10,10,10
TF,0,0,0,0,10,0,0,0,0,10,10,10
TFAP2B,1,0,0,0,6,1,0,2,0,10,10,10
TJP2,1,0,0,0,9,0,0,0,0,10,10,10
TLE1,1,0,0,0,8,0,0,1,0,10,10,10
TLR3,0,0,0,0,10,0,0,0,0,10,10,10
TMEM161B,0,0,0,0,8,1,0,1,0,10,10,10
TMEM200C,1,0,0,0,9,0,0,0,0,10,10,10
TMEM202,1,0,0,0,7,1,0,0,1,10,10,10
TMEM74,0,0,0,0,9,1,0,0,0,10,10,10
TNK2,0,0,0,0,10,0,0,0,0,10,10,10
TNKS2,1,0,0,0,9,0,0,0,0,10,10,10
TP53BP1,0,0,0,0,9,1,0,0,0,10,10,10
TRAPPC9,0,0,0,0,10,0,0,0,0,10,10,10
TRIM56,1,0,0,0,9,0,0,0,0,10,10,10
TRIM9,0,0,0,0,9,1,0,0,0,10,10,10
TSC1,2,0,0,2,4,1,0,1,0,10,10,10
TSPEAR,0,0,1,0,9,0,0,0,0,10,10,10
TTC3,1,0,0,0,9,0,0,0,0,10,10,10
TTLL4,0,0,0,0,10,0,0,0,0,10,10,10
TTLL5,1,0,0,0,9,0,0,0,0,10,10,10
TUBGCP2,0,0,0,0,9,1,0,0,0,10,10,10
TUBGCP6,0,0,0,0,9,1,0,0,0,10,10,10
TYW1B,0,0,0,0,8,2,0,0,0,10,10,10
UBA2,0,0,0,0,9,1,0,0,0,10,10,10
UBBP4,0,0,0,0,9,1,0,0,0,10,10,10
UBE3C,0,0,0,0,9,1,0,0,0,10,10,10
UBXN4,0,0,0,0,10,0,0,0,0,10,10,10
UHRF1BP1,0,0,0,0,10,0,0,0,0,10,10,10
UNC93A,1,0,0,0,9,0,0,0,0,10,10,10
USP15,0,1,0,0,7,1,0,1,0,10,10,10
USP17L2,0,0,0,0,9,1,0,0,0,10,10,10
USP6,0,0,0,0,10,0,0,0,0,10,10,10
UTP14A,0,0,0,0,9,1,0,0,0,10,10,10
VAT1L,0,0,0,0,9,1,0,0,0,10,10,10
VGLL1,0,0,0,0,9,0,0,1,0,10,10,10
VNN3,0,0,0,0,7,3,0,0,0,10,10,10
VPS35,0,0,0,0,9,1,0,0,0,10,10,10
WBP11,0,0,0,1,9,0,0,0,0,10,10,10
WDHD1,0,0,0,0,9,1,0,0,0,10,10,10
WDR35,1,0,0,0,8,1,0,0,0,10,10,10
WDR91,0,0,0,0,9,1,0,0,0,10,10,10
WEE2,0,0,0,0,8,1,0,1,0,10,10,10
WWC2,0,0,0,0,9,0,0,1,0,10,10,10
YTHDC2,0,0,0,0,10,0,0,0,0,10,10,10
YY1AP1,1,0,0,0,9,0,0,0,0,10,10,10
ZFP57,0,0,0,0,9,1,0,0,0,10,10,10
ZFR2,1,0,0,0,9,0,0,0,0,10,10,10
ZFYVE1,0,0,1,0,9,0,0,0,0,10,10,10
ZMYM6,0,0,0,0,9,0,0,1,0,10,10,10
ZNF112,0,0,0,0,9,1,0,0,0,10,10,10
ZNF217,0,1,0,0,7,2,0,0,0,10,10,10
ZNF230,0,0,0,0,10,0,0,0,0,10,10,10
ZNF331,1,0,0,0,6,3,0,0,0,10,10,10
ZNF335,0,0,0,0,10,0,0,0,0,10,10,10
ZNF415,0,0,0,0,10,0,0,0,0,10,10,10
ZNF460,0,1,0,0,9,0,0,0,0,10,10,10
ZNF532,0,0,0,0,10,0,0,0,0,10,10,10
ZNF566,0,0,0,0,9,1,0,0,0,10,10,10
ZNF568,1,0,0,0,9,0,0,0,0,10,10,10
ZNF737,0,1,0,0,9,0,0,0,0,10,10,10
ZNF800,1,0,0,0,6,3,0,0,0,10,10,10
ACTA1,0,0,0,0,9,3,0,0,0,12,9,9
CCDC178,0,1,0,0,9,2,0,0,0,12,9,9
ALDH8A1,0,0,0,0,10,0,0,0,1,11,9,9
APOBR,0,0,0,0,9,2,0,0,0,11,9,9
BTAF1,0,0,0,0,9,2,0,0,0,11,9,9
CASP8AP2,0,0,0,0,11,0,0,0,0,11,9,9
CPQ,0,0,0,0,8,2,0,1,0,11,9,9
DISC1,1,0,0,0,10,0,0,0,0,11,9,9
DUSP22,0,0,0,0,7,3,0,1,0,11,9,9
KIAA0232,0,0,0,0,11,0,0,0,0,11,9,9
MGAT5,0,0,0,0,10,1,0,0,0,11,9,9
NBPF9,0,0,0,0,10,1,0,0,0,11,9,9
NRROS,0,0,0,0,10,1,0,0,0,11,9,9
PCDHB15,0,0,0,0,11,0,0,0,0,11,9,9
PEAR1,0,0,1,0,9,1,0,0,0,11,9,9
PKN3,0,2,0,0,9,0,0,0,0,11,9,9
SULT1C2,1,1,0,1,8,0,0,0,0,11,9,9
ABCA2,0,0,0,0,8,1,0,1,0,10,9,9
ABCG2,0,0,0,1,7,2,0,0,0,10,9,9
ADGRA2,0,0,0,0,9,1,0,0,0,10,9,9
ANKRD34A,0,1,0,0,9,0,0,0,0,10,9,9
ARFGEF2,0,0,0,0,7,0,0,3,0,10,9,9
ASMT,1,0,0,0,8,1,0,0,0,10,9,9
BLM,0,1,0,0,7,2,0,0,0,10,9,9
C6orf222,0,0,0,0,9,1,0,0,0,10,9,9
CALCRL,0,0,0,0,10,0,0,0,0,10,9,9
CAMK2A,1,0,0,0,8,1,0,0,0,10,9,9
CCDC105,0,0,0,0,9,1,0,0,0,10,9,9
CCDC83,0,0,0,0,8,1,0,1,0,10,9,9
CDCA2,0,0,0,0,9,1,0,0,0,10,9,9
CDR1,0,0,0,0,8,1,0,0,1,10,9,9
CHGB,0,0,0,0,8,2,0,0,0,10,9,9
CHSY3,0,0,0,0,9,1,0,0,0,10,9,9
CNTROB,0,0,0,0,9,0,0,1,0,10,9,9
CTGLF11P,1,1,0,0,6,2,0,0,0,10,9,9
DPH2,0,0,0,0,9,1,0,0,0,10,9,9
DYTN,0,1,0,0,8,0,0,0,1,10,9,9
ELFN2,0,0,0,0,10,0,0,0,0,10,9,9
ERC1,0,0,0,0,8,1,0,1,0,10,9,9
FAM198B,0,0,0,0,10,0,0,0,0,10,9,9
FBXO18,0,0,0,0,10,0,0,0,0,10,9,9
GAD1,0,0,0,0,10,0,0,0,0,10,9,9
GAK,1,0,0,0,5,4,0,0,0,10,9,9
GNPTAB,1,0,0,0,7,1,0,1,0,10,9,9
GPR37,1,0,0,0,8,1,0,0,0,10,9,9
GTF2IRD1,0,0,0,0,8,0,0,2,0,10,9,9
HOXD10,0,0,0,0,9,1,0,0,0,10,9,9
HTR4,1,0,0,0,8,1,0,0,0,10,9,9
HTR7,0,0,0,0,9,1,0,0,0,10,9,9
IGKV1-6,0,0,0,0,10,0,0,0,0,10,9,9
IGSF9,0,0,0,0,8,2,0,0,0,10,9,9
INTS3,0,0,0,0,9,1,0,0,0,10,9,9
IRX6,1,0,0,0,8,1,0,0,0,10,9,9
KCNA1,0,0,0,0,10,0,0,0,0,10,9,9
KIR2DL3,0,0,0,0,10,0,0,0,0,10,9,9
KLHL24,1,2,0,0,7,0,0,0,0,10,9,9
KLHL34,1,0,0,0,9,0,0,0,0,10,9,9
LGR6,1,0,0,0,8,1,0,0,0,10,9,9
LRRCC1,1,0,0,1,5,2,0,1,0,10,9,9
MCOLN3,0,0,0,0,9,1,0,0,0,10,9,9
MED14,0,0,0,0,8,1,0,1,0,10,9,9
MEP1A,0,0,0,0,6,2,0,2,0,10,9,9
MORC2,0,1,0,0,8,1,0,0,0,10,9,9
MST1R,0,0,0,0,10,0,0,0,0,10,9,9
MYLK2,0,0,0,0,8,1,0,1,0,10,9,9
N4BP2L2,0,0,0,0,7,3,0,0,0,10,9,9
NCKAP1,0,0,0,0,7,2,0,1,0,10,9,9
NEURL4,1,0,0,0,9,0,0,0,0,10,9,9
NLGN3,0,0,0,0,10,0,0,0,0,10,9,9
NOX5,1,0,0,0,8,1,0,0,0,10,9,9
NRP2,1,0,0,0,9,0,0,0,0,10,9,9
OAS3,0,2,0,0,8,0,0,0,0,10,9,9
OPRM1,0,0,0,0,10,0,0,0,0,10,9,9
OR2W1,0,0,0,0,8,2,0,0,0,10,9,9
OR51L1,0,0,0,0,10,0,0,0,0,10,9,9
OR51S1,0,0,0,0,10,0,0,0,0,10,9,9
PASD1,0,0,0,0,9,1,0,0,0,10,9,9
PCDHA13,0,0,0,0,9,1,0,0,0,10,9,9
PDE6A,0,0,0,0,9,1,0,0,0,10,9,9
PHRF1,0,0,0,0,10,0,0,0,0,10,9,9
PIP5K1B,0,0,0,0,9,1,0,0,0,10,9,9
PKM,0,1,0,0,8,1,0,0,0,10,9,9
PLCB3,0,0,0,0,9,1,0,0,0,10,9,9
PON1,0,1,0,0,7,2,0,0,0,10,9,9
PRAMEF1,2,1,0,0,6,1,0,0,0,10,9,9
PRRC2B,0,0,0,0,10,0,0,0,0,10,9,9
PRSS23,0,0,0,0,9,0,0,1,0,10,9,9
PRSS58,0,0,0,0,9,0,0,1,0,10,9,9
PTCHD1,0,0,0,0,7,1,2,0,0,10,9,9
PVRL3,0,0,0,0,9,1,0,0,0,10,9,9
RBM19,0,0,0,0,8,1,0,1,0,10,9,9
SERPINB4,0,0,0,0,10,0,0,0,0,10,9,9
SLC6A4,1,0,0,0,8,1,0,0,0,10,9,9
SLC9A3,0,0,0,0,10,0,0,0,0,10,9,9
SPACA1,0,0,0,0,9,1,0,0,0,10,9,9
SPATA4,0,0,0,0,9,1,0,0,0,10,9,9
TAOK2,0,0,0,0,10,0,0,0,0,10,9,9
TBCK,1,0,0,0,8,1,0,0,0,10,9,9
TBX19,0,0,0,0,10,0,0,0,0,10,9,9
TCEAL6,0,0,0,0,10,0,0,0,0,10,9,9
TCF25,0,0,0,0,8,0,1,1,0,10,9,9
TROAP,0,0,0,0,9,1,0,0,0,10,9,9
TULP4,0,0,0,0,9,1,0,0,0,10,9,9
UGT8,0,0,0,0,9,1,0,0,0,10,9,9
UNC80,0,0,0,0,10,0,0,0,0,10,9,9
ZFYVE16,0,0,0,0,9,0,0,1,0,10,9,9
ZIC3,1,0,0,0,9,0,0,0,0,10,9,9
ZNF365,0,0,0,0,9,0,0,1,0,10,9,9
ZNF385B,0,0,0,0,9,0,0,1,0,10,9,9
ZNF419,0,1,0,0,8,1,0,0,0,10,9,9
ZNF420,0,0,0,0,10,0,0,0,0,10,9,9
ZNF461,0,0,1,0,9,0,0,0,0,10,9,9
ZNF574,1,0,0,0,7,2,0,0,0,10,9,9
ZNF773,0,0,0,0,9,1,0,0,0,10,9,9
ABCA3,1,0,0,0,5,2,0,1,0,9,9,9
ACTL9,0,0,0,0,8,1,0,0,0,9,9,9
ADAMTS10,0,0,0,0,7,0,0,2,0,9,9,9
ADAMTS13,0,1,0,0,7,1,0,0,0,9,9,9
ADCY6,0,0,0,0,8,1,0,0,0,9,9,9
ADGRD1,0,0,0,0,8,1,0,0,0,9,9,9
ADGRL1,0,1,0,0,7,1,0,0,0,9,9,9
AFP,0,0,0,0,9,0,0,0,0,9,9,9
AHI1,0,0,0,0,9,0,0,0,0,9,9,9
AKAP12,0,0,0,0,9,0,0,0,0,9,9,9
ALAS2,0,0,0,0,9,0,0,0,0,9,9,9
ALX4,1,0,0,0,7,1,0,0,0,9,9,9
AMIGO1,2,0,0,0,7,0,0,0,0,9,9,9
ANGPT4,0,0,0,0,8,0,0,1,0,9,9,9
ANKIB1,0,0,0,0,7,0,0,2,0,9,9,9
ANO2,0,0,0,0,8,0,0,1,0,9,9,9
AP3B1,0,0,0,0,7,0,0,2,0,9,9,9
APCS,0,0,0,0,9,0,0,0,0,9,9,9
APOA4,1,0,0,0,8,0,0,0,0,9,9,9
ARHGAP29,0,0,0,0,7,2,0,0,0,9,9,9
ARHGAP39,0,0,1,0,8,0,0,0,0,9,9,9
ARHGEF2,1,0,0,0,7,0,0,1,0,9,9,9
ARHGEF5,0,0,1,0,8,0,0,0,0,9,9,9
ARID4B,0,0,0,0,8,1,0,0,0,9,9,9
ARMCX2,0,0,0,0,9,0,0,0,0,9,9,9
ARSF,0,0,0,0,8,1,0,0,0,9,9,9
ATAD5,0,0,0,0,6,2,0,1,0,9,9,9
ATP2A1,0,0,0,0,8,0,0,1,0,9,9,9
ATP2A2,0,0,0,0,8,1,0,0,0,9,9,9
ATP6V0A4,0,0,0,0,7,0,0,2,0,9,9,9
ATP8B3,0,0,0,0,9,0,0,0,0,9,9,9
ATP9A,0,0,0,0,7,2,0,0,0,9,9,9
AVPR1B,1,0,1,0,6,1,0,0,0,9,9,9
B3GAT2,0,0,0,0,9,0,0,0,0,9,9,9
B3GNT3,0,0,0,0,8,1,0,0,0,9,9,9
BAG6,0,0,0,0,9,0,0,0,0,9,9,9
